TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;ANO_RENTAB;PR_RENTAB_ANO;PR_VARIACAO_INDICE_REFER_ANO;PR_PERFM_INDICE_REFER_ANO;RENTAB_ANO_OBS
FI;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-04-30;2022;12.99;12.37;105.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-04-30;2023;13.53;13.05;103.68;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-04-30;2024;10.48;10.87;96.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.335.944/0001-45;;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2025-04-30;2025;4.10;4.07;100.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;2021;2.54;4.39;57.95;
FI;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;2022;10.04;12.37;81.22;
FI;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;2023;10.61;13.04;81.37;
FI;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;2024;8.55;10.87;78.68;
FI;02.430.487/0001-78;;BANRISUL SUPER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-04-30;2025;3.31;4.07;81.49;
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-04-30;2021;4.00;4.40;91.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-04-30;2022;11.57;12.37;93.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-04-30;2023;12.19;13.05;93.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-04-30;2024;10.05;10.87;92.41;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.996/0001-47;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI FEDERAL PLUS - RESPONSABILIDADE LIMITADA;2025-04-30;2025;3.77;4.07;92.55;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-04-30;2021;3.27;4.40;74.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-04-30;2022;11.67;12.37;94.32;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-04-30;2023;11.93;13.05;91.45;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-04-30;2024;8.66;10.87;79.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.567.997/0001-91;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-04-30;2025;3.73;4.07;91.48;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-04-30;2021;-12.06;-11.93;-0.14;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-04-30;2022;-11.93;4.69;-16.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-04-30;2023;13.70;22.28;-8.58;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-04-30;2024;-25.59;-10.36;-15.23;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;02.763.602/0001-26;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-04-30;2025;18.17;12.29;5.88;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-04-30;2021;5.02;4.40;114.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-04-30;2022;12.98;12.37;104.94;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-04-30;2023;13.67;13.05;104.80;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-04-30;2024;11.66;10.87;107.23;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;02.998.239/0001-28;;BRAM FIF - CLASSE DE INVESTIMENTO RF TARGET - RESP LIMITADA;2025-04-30;2025;4.18;4.07;102.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;2021;3.01;4.40;68.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;2022;11.35;12.37;91.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;2023;10.98;13.05;84.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;2024;8.74;10.87;80.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.054.724/0001-06;;BRADESCO YIELD FI FINANCEIRO - CI RF LP - RESP LIMITADA;2025-04-30;2025;3.45;4.07;84.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-04-30;2021;4.28;4.40;97.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-04-30;2022;12.07;12.37;97.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-04-30;2023;12.74;13.05;97.63;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-04-30;2024;10.58;10.87;97.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.256.793/0001-00;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-04-30;2025;3.99;4.07;97.96;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2021;-6.16;-11.93;5.77;
FI;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2022;-4.52;4.69;-9.21;
FI;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2023;29.80;22.28;7.51;
FI;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2024;-7.44;-10.36;2.92;
FI;03.287.127/0001-21;;IMPACTO VALOR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2025;11.10;12.29;-1.19;
FI;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2021;1.61;-11.93;-13.52;0
FI;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2022;2.10;4.69;44.84;0
FI;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2023;31.65;22.28;142.03;0
FI;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2024;-11.06;-10.36;106.78;0
FI;03.295.134/0001-75;;AMIGOS DO COELHO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;2025;14.47;12.29;117.74;0
FI;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-04-30;2021;7.38;4.40;167.92;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-04-30;2022;-3.89;12.37;-31.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-04-30;2023;-3.33;13.05;-25.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-04-30;2024;34.36;10.87;316.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.319.016/0001-50;;TIVIO DÓLAR CAMBIAL FIF - CLASSE DE INVESTIMENTO EM COTAS CAMBIAL - RESPONSABILIDADE LIMITADA;2025-04-30;2025;-6.93;4.07;-170.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2021;-12.17;-11.93;-0.24;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2022;4.65;4.69;-0.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2023;22.43;22.28;0.15;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2024;-10.37;-10.36;-0.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.394.711/0001-86;;BRADESCO IBOVESPA PLUS FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;2025;12.30;12.29;0.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-04-30;2021;4.94;4.40;112.45;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
